PA21;pa1.controller;GameBoardController;1;1;0;1;4058;2;3665;3;10675;266057;6486;18411
PA21;pa1.controller;GameController;1;0;0;1;1586;3;3712;0;0;10331;1800;5304
PA21;pa1.model;ExtraLife;1;1;1;1;1155;1;101;1;254;1789;304;1515
PA21;pa1.model;Position;1;1;1;1;3292;1;110;1;314;2390;1365;3722
PA21;pa1.model;StopCell;1;1;1;1;1686;1;107;2;2532;48602;1220;4330
PA21;pa1.model;Gem;1;1;1;1;1151;1;101;1;245;1781;344;1502
PA21;pa1.model;EntityCell;1;1;1;1;2642;1;104;1;339;2665;1060;3088
PA21;pa1.model;GameState;1;1;1;1;4402;1;147;1;235;5796;2077;4793
PA21;pa1.model;Entity;1;1;1;1;1663;1;125;2;2980;95351;1049;4775
PA21;pa1.model;Mine;1;1;1;1;1153;1;112;1;258;1791;319;1527
PA21;pa1.model;MoveStack;1;1;1;1;1940;1;138;1;261;2016;753;2343
PA21;pa1.model;Player;1;1;1;1;1217;1;120;2;1762;4811;645;3104
PA21;pa1.model;MoveResult;1;1;1;1;3028;1;150;1;271;3831;1324;3458
PA21;pa1.model;GameBoard;1;1;1;1;7154;1;180;1;235;5112;3512;7580
